82	122	1	5
122	162	-1	5
162	182	1	5
182	202	-1	5
202	282	1	5
282	322	-1	5
322	342	1	5
342	422	-1	5
422	442	1	5
442	482	-1	5
482	502	1	5
502	522	-1	5
522	582	1	5
582	642	-1	5
642	662	1	5
662	682	-1	5
682	722	1	5
1037	5357	2	5
5357	5575	1	0
5415	5575	2	5
5662	5722	1	5
5722	5742	-1	5
5742	5762	1	5
5762	5782	-1	5
5782	5802	1	5
5802	5822	-1	5
5822	5842	1	5
5842	5882	-1	5
5882	5902	1	5
5902	5922	-1	5
5922	5942	1	5
5942	5962	-1	5
5962	6022	1	5
6022	6082	-1	5
6082	6102	1	5
6102	6202	-1	5
6202	6222	1	5
6222	6282	-1	5
6282	6302	1	5
6617	10937	2	5
10995	11155	2	5
11242	11282	1	5
11282	11302	-1	5
11302	11342	1	5
11342	11362	-1	5
11362	11382	1	5
11382	11422	-1	5
11422	11522	1	5
11522	11542	-1	5
11542	11602	1	5
11602	11622	-1	5
11622	11642	1	5
11642	11662	-1	5
11662	11682	1	5
11682	11702	-1	5
11702	11742	1	5
11742	11762	-1	5
11762	11782	1	5
11782	11822	-1	5
11822	11842	1	5
11842	11882	-1	5
12197	16517	2	5
16517	16735	1	0
16575	16735	2	5
16822	16922	1	5
16922	16942	-1	5
16942	16982	1	5
16982	17022	-1	5
17022	17042	1	5
17042	17162	-1	5
17162	17182	1	5
17182	17202	-1	5
17202	17242	1	5
17242	17262	-1	5
17262	17282	1	5
17282	17342	-1	5
17342	17442	1	5
17442	17462	-1	5
17777	22097	2	5
22155	22315	2	5
22402	22442	1	5
22442	22522	-1	5
22522	22562	1	5
22562	22622	-1	5
22622	22642	1	5
22642	22682	-1	5
22682	22702	1	5
22702	22722	-1	5
22722	22742	1	5
22742	22822	-1	5
22822	22842	1	5
22842	22882	-1	5
22882	22902	1	5
22902	22942	-1	5
22942	23002	1	5
23002	23042	-1	5
23357	27677	2	5
27677	27895	1	0
27735	27895	2	5
27982	28042	1	5
28042	28102	-1	5
28102	28122	1	5
28122	28162	-1	5
28162	28182	1	5
28182	28222	-1	5
28222	28302	1	5
28302	28382	-1	5
28382	28402	1	5
28402	28422	-1	5
28422	28462	1	5
28462	28562	-1	5
28562	28602	1	5
28602	28622	-1	5
28937	33257	2	5
33315	33475	2	5
33562	33602	1	5
33602	33622	-1	5
33622	33642	1	5
33642	33682	-1	5
33682	33702	1	5
33702	33722	-1	5
33722	33742	1	5
33742	33762	-1	5
33762	33782	1	5
33782	33822	-1	5
33822	33882	1	5
33882	33942	-1	5
33942	33982	1	5
33982	34002	-1	5
34002	34022	1	5
34022	34042	-1	5
34042	34062	1	5
34062	34082	-1	5
34082	34122	1	5
34122	34162	-1	5
34162	34202	1	5
34517	38837	2	5
38837	39055	1	0
38895	39055	2	5
39142	39222	1	5
