0	120	1	5
120	210	-1	5
210	240	1	5
240	300	-1	5
300	330	1	5
330	390	-1	5
390	420	1	5
420	450	-1	5
450	480	1	5
794	7324	2	5
7324	7380	1	0
7380	7380	2	5
7380	7410	1	5
7410	7440	-1	5
7440	7500	1	5
7500	7560	-1	5
7560	7590	1	5
7590	7620	-1	5
7620	7650	1	5
7650	7710	-1	5
7710	7740	1	5
7740	7770	-1	5
7770	7860	1	5
8174	14704	2	5
14760	14760	2	5
14760	14820	1	5
14820	14850	-1	5
14850	14880	1	5
14880	14940	-1	5
14940	14970	1	5
14970	15060	-1	5
15060	15090	1	5
15090	15240	-1	5
15554	22084	2	5
22084	22140	1	0
22140	22140	2	5
22140	22170	1	5
22170	22230	-1	5
22230	22260	1	5
22260	22350	-1	5
22350	22410	1	5
22410	22470	-1	5
22470	22500	1	5
22500	22560	-1	5
22560	22590	1	5
22590	22620	-1	5
22934	29464	2	5
29520	29520	2	5
29520	29610	1	5
29610	29700	-1	5
29700	29730	1	5
29730	29790	-1	5
29790	29910	1	5
29910	29940	-1	5
29940	30000	1	5
30314	36844	2	5
36844	36900	1	0
36900	36900	2	5
36900	36930	1	5
36930	36960	-1	5
36960	36990	1	5
36990	37110	-1	5
37110	37200	1	5
37200	37260	-1	5
37260	37290	1	5
37290	37350	-1	5
37350	37380	1	5
37694	44224	2	5
44280	44280	2	5
44280	44340	1	5
44340	44490	-1	5
44490	44520	1	5
44520	44550	-1	5
44550	44730	1	5
44730	44760	-1	5
45074	51604	2	5
51604	51660	1	0
51660	51660	2	5
51660	51690	1	5
51690	51840	-1	5
51840	51870	1	5
51870	51900	-1	5
51900	51960	1	5
51960	52020	-1	5
52020	52080	1	5
52080	52140	-1	5
52454	58984	2	5
59040	59040	2	5
59040	59190	1	5
59190	59220	-1	5
59220	59250	1	5
59250	59310	-1	5
59310	59340	1	5
59340	59370	-1	5
59370	59400	1	5
59400	59430	-1	5
59430	59490	1	5
59490	59520	-1	5
59834	66364	2	5
66364	66420	1	0
66420	66420	2	5
66420	66450	1	5
66450	66480	-1	5
66480	66570	1	5
66570	66630	-1	5
66630	66750	1	5
66750	66810	-1	5
66810	66840	1	5
66840	66900	-1	5
67214	73744	2	5
73800	73800	2	5
73800	73860	1	5
73860	73890	-1	5
73890	73950	1	5
73950	74010	-1	5
74010	74040	1	5
74040	74070	-1	5
74070	74100	1	5
74100	74130	-1	5
74130	74160	1	5
74160	74220	-1	5
74220	74280	1	5
74594	81124	2	5
81124	81180	1	0
81180	81180	2	5
81180	81210	1	5
81210	81270	-1	5
81270	81330	1	5
81330	81360	-1	5
81360	81390	1	5
81390	81420	-1	5
81420	81510	1	5
81510	81630	-1	5
81630	81660	1	5
81974	88504	2	5
88560	88560	2	5
88560	88650	1	5
88650	88680	-1	5
88680	88710	1	5
88710	88770	-1	5
88770	88800	1	5
88800	88920	-1	5
88920	88950	1	5
88950	89040	-1	5
89354	95884	2	5
95884	95940	1	0
95940	95940	2	5
95940	95970	1	5
95970	96000	-1	5
96000	96030	1	5
96030	96060	-1	5
96060	96090	1	5
96090	96120	-1	5
96120	96150	1	5
96150	96180	-1	5
96180	96210	1	5
96210	96240	-1	5
96240	96330	1	5
96330	96360	-1	5
96360	96390	1	5
96390	96420	-1	5
96734	103264	2	5
103320	103320	2	5
103320	103380	1	5
103380	103440	-1	5
103440	103470	1	5
103470	103500	-1	5
103500	103530	1	5
103530	103680	-1	5
103680	103740	1	5
103740	103770	-1	5
103770	103800	1	5
104114	110644	2	5
110644	110700	1	0
110700	110700	2	5
110700	110730	1	5
110730	110820	-1	5
110820	110850	1	5
110850	110910	-1	5
110910	110970	1	5
110970	111000	-1	5
111000	111180	1	5
111494	118024	2	5
118080	118080	2	5
118080	118200	1	5
118200	118230	-1	5
118230	118260	1	5
118260	118320	-1	5
118320	118350	1	5
118350	118410	-1	5
118410	118500	1	5
118500	118560	-1	5
118874	125404	2	5
125404	125460	1	0
125460	125460	2	5
125460	125490	1	5
125490	125520	-1	5
125520	125580	1	5
125580	125610	-1	5
125610	125700	1	5
125700	125760	-1	5
125760	125790	1	5
125790	125820	-1	5
125820	125910	1	5
125910	125940	-1	5
126254	132784	2	5
132840	132840	2	5
132840	132900	1	5
132900	132930	-1	5
132930	132960	1	5
132960	132990	-1	5
132990	133110	1	5
133110	133170	-1	5
133170	133230	1	5
133230	133290	-1	5
133290	133320	1	5
133634	140164	2	5
140164	140220	1	0
140220	140220	2	5
140220	140250	1	5
140250	140310	-1	5
140310	140340	1	5
140340	140370	-1	5
140370	140400	1	5
140400	140520	-1	5
140520	140550	1	5
140550	140580	-1	5
140580	140610	1	5
140610	140640	-1	5
140640	140700	1	5
141014	147544	2	5
147600	147600	2	5
147600	147690	1	5
147690	147750	-1	5
147750	147900	1	5
147900	148020	-1	5
148020	148050	1	5
148050	148080	-1	5
148394	154924	2	5
154924	154980	1	0
154980	154980	2	5
154980	155010	1	5
155010	155040	-1	5
155040	155070	1	5
155070	155130	-1	5
155130	155160	1	5
155160	155250	-1	5
155250	155340	1	5
155340	155460	-1	5
155774	162304	2	5
162360	162360	2	5
162360	162420	1	5
162420	162510	-1	5
162510	162540	1	5
162540	162600	-1	5
162600	162660	1	5
162660	162750	-1	5
162750	162840	1	5
163154	169684	2	5
169684	169740	1	0
169740	169740	2	5
169740	169770	1	5
169770	169890	-1	5
169890	169980	1	5
169980	170010	-1	5
170010	170100	1	5
170100	170130	-1	5
170130	170160	1	5
170160	170190	-1	5
170190	170220	1	5
170534	177064	2	5
177120	177120	2	5
177120	177450	1	5
177450	177480	-1	5
177480	177600	1	5
177914	184444	2	5
184444	184500	1	0
184500	184500	2	5
184500	184530	1	5
184530	184560	-1	5
184560	184680	1	5
184680	184770	-1	5
184770	184800	1	5
184800	184830	-1	5
184830	184920	1	5
184920	184950	-1	5
184950	184980	1	5
185294	191824	2	5
191880	191880	2	5
191880	191940	1	5
191940	191970	-1	5
191970	192060	1	5
192060	192120	-1	5
192120	192210	1	5
192210	192240	-1	5
192240	192270	1	5
192270	192300	-1	5
192300	192330	1	5
192330	192360	-1	5
192674	199204	2	5
199204	199260	1	0
199260	199260	2	5
199260	199290	1	5
199290	199350	-1	5
199350	199500	1	5
199500	199530	-1	5
199530	199560	1	5
199560	199590	-1	5
199590	199650	1	5
199650	199740	-1	5
200054	206584	2	5
206640	206640	2	5
206640	206730	1	5
206730	206760	-1	5
206760	206820	1	5
206820	206880	-1	5
206880	206910	1	5
206910	206940	-1	5
206940	207000	1	5
207000	207090	-1	5
207090	207120	1	5
207434	213964	2	5
213964	214020	1	0
214020	214020	2	5
214020	214050	1	5
214050	214080	-1	5
214080	214110	1	5
214110	214140	-1	5
214140	214260	1	5
214260	214440	-1	5
214440	214500	1	5
214814	221344	2	5
221400	221400	2	5
221400	221460	1	5
221460	221520	-1	5
221520	221670	1	5
221670	221700	-1	5
221700	221760	1	5
221760	221790	-1	5
221790	221820	1	5
221820	221880	-1	5
222194	228724	2	5
228724	228780	1	0
228780	228780	2	5
228780	228810	1	5
228810	228900	-1	5
228900	228960	1	5
228960	229170	-1	5
229170	229230	1	5
229230	229260	-1	5
229574	236104	2	5
236160	236160	2	5
